SKU,Quantity,Reason,Month
kelloggs002-XXL,1,CR-SWITCHEROO,August
NasaBoots-PLZZ7270TV-12-13,1,AMZ-PG-APP-TOO-SMALL,August
BTSMask-pack3,1,CR-UNWANTED_ITEM,August
hulkhogancostumesetYELsunREDban-XL,1,AMZ-PG-APP-TOO-LARGE,August
biglpants001-S,1,AMZ-PG-APP-TOO-SMALL,August
legendstempleblue-XXL,1,AMZ-PG-APP-TOO-SMALL,August
AMZTVSO-BeastCoast-3600-HEATHERGREY-L,1,AMZ-PG-BAD-DESC,August
220745-AhoySailorCostume-WOMENS-S/M,1,CR-UNWANTED_ITEM,August
suicidesquad003-2X,1,CR-DEFECTIVE,August
ramonaflowerswig-Blue,1,CR-QUALITY_UNACCEPTABLE,August
sbb015-M,1,AMZ-PG-APP-STYLE,August
sbb015-XXL,1,AMZ-PG-APP-STYLE,August
cowbellshirt-M,1,CR-UNWANTED_ITEM,August
204089-ModernLife-XL,1,AMZ-PG-APP-TOO-LARGE,August
2N75-ElmoHoodieEyeball-M,1,CR-DEFECTIVE,August
monstersinc003-M,1,CR-UNWANTED_ITEM,August
monstersinc009-S,1,AMZ-PG-APP-TOO-SMALL,August
ricflare001-black,1,DID_NOT_LIKE_FABRIC,August
batmanswim005-S,1,AMZ-PG-APP-STYLE,August
powerrangers017blue-XL,1,CR-SWITCHEROO,August
powerrangers017blue-XL,1,CR-SWITCHEROO,August
scottpilgrim007-L,2,CR-ORDERED_WRONG_ITEM,August
204086-DwightShirtTie-XL,1,AMZ-PG-APP-TOO-LARGE,August
220074-PenguinChubSuit-Adult,2,AMZ-PG-APP-STYLE,August
BTSMask-pack3,1,AMZ-PG-BAD-DESC,August
BTSMask-pack2,1,AMZ-PG-BAD-DESC,August
usaboardshorts003-M,1,AMZ-PG-APP-TOO-LARGE,August
BTSMask-pack1,1,CR-UNAUTHORIZED_PURCHASE,August
ninjacotumeBLUE-M,1,CR-UNAUTHORIZED_PURCHASE,August
gameofthrones008,1,CR-QUALITY_UNACCEPTABLE,August
biglpants001-M,1,AMZ-PG-APP-TOO-SMALL,August
CustomFaceMaks2,1,CR-DEFECTIVE,August
mlpiphone001,1,AMZ-PG-BAD-DESC,August
JLSN243-TuneSquadSHORTS-L,1,CR-QUALITY_UNACCEPTABLE,August
LolaSleepSet-WB1787-69-M,1,CR-MISSED_ESTIMATED_DELIVERY,August
mm001Nred-S,1,AMZ-PG-APP-TOO-SMALL,August
coketankdress-2X,1,AMZ-PG-APP-TOO-SMALL,August
GryffindorRobe-HP0283-L/XL,1,CR-DEFECTIVE,August
