SKU,Quantity,Reason,Month,Year
hulk007N-12,1,AMZ-PG-APP-TOO-SMALL,May,2021
leagueoftheirowncostume-XXLdeluxe,1,AMZ-PG-APP-TOO-SMALL,May,2021
hulkhogancostumesetREDsunYELban-S,1,CR-UNWANTED_ITEM,May,2021
wrestlingboots-Sred,1,CR-DEFECTIVE,May,2021
super017-XXL,1,AMZ-PG-APP-TOO-SMALL,May,2021
220660pllxl,1,AMZ-PG-APP-TOO-SMALL,May,2021
220660bllxl,1,AMZ-PG-APP-TOO-SMALL,May,2021
220660pksm,1,AMZ-PG-APP-TOO-SMALL,May,2021
220660pksm,1,AMZ-PG-APP-TOO-SMALL,May,2021
220660gldlxl,1,CR-UNWANTED_ITEM,May,2021
CustomFaceMaks2,1,CR-UNWANTED_ITEM,May,2021
CelticRing-7,1,AMZ-PG-APP-TOO-SMALL,May,2021
ApolloShorts-M,1,AMZ-PG-APP-TOO-LARGE,May,2021
nwo004red-S,1,AMZ-PG-APP-TOO-SMALL,May,2021
CustomFaceMaks2,1,CR-DAMAGED_BY_CARRIER,May,2021
wrestlingboots-MB,1,CR-UNWANTED_ITEM,May,2021
soahat005-L/XL,1,CR-SWITCHEROO,May,2021
mm001Nblu-S,1,AMZ-PG-BAD-DESC,May,2021
CY034-ChristmasStoryUnionSuit-XL,1,CR-DEFECTIVE,May,2021
nwo004red-M,1,AMZ-PG-APP-TOO-SMALL,May,2021
tmntbackpack,1,AMZ-PG-APP-TOO-LARGE,May,2021
wrestlingboots-MY,1,CR-UNWANTED_ITEM,May,2021
wrestlingboots-MY,1,CR-UNWANTED_ITEM,May,2021
Custom-LST307-Womens-Red-L,1,CR-SWITCHEROO,May,2021
biglpants001-XXL,1,AMZ-PG-APP-STYLE,May,2021
suicidesquad004-L,1,AMZ-PG-APP-TOO-SMALL,May,2021
sanford034-XXL,1,AMZ-PG-BAD-DESC,May,2021
CustomFaceMaks2,2,CR-DEFECTIVE,May,2021
RiverdaleHat001,1,DID_NOT_LIKE_FABRIC,May,2021
Juno002-XXL,1,AMZ-PG-APP-TOO-SMALL,May,2021
teenwolfcostume1-XL,1,AMZ-PG-APP-TOO-SMALL,May,2021
pacman004-XL,1,CR-MISSED_ESTIMATED_DELIVERY,May,2021
soahat002-L/XL,1,CR-UNWANTED_ITEM,May,2021
custom-50x60silktouch-mom-navy,1,CR-MISSED_ESTIMATED_DELIVERY,May,2021
napoleonaccesssory-L,1,AMZ-PG-APP-TOO-LARGE,May,2021
SecretStuffWaterBottle,1,CR-MISSED_ESTIMATED_DELIVERY,May,2021
jerseyshoreglasses,1,CR-DAMAGED_BY_FC,May,2021
siliconvalley001-M,1,AMZ-PG-APP-TOO-SMALL,May,2021
biglpants001-XXL,1,AMZ-PG-APP-TOO-LARGE,May,2021
sharkcostume-XXL,1,DID_NOT_LIKE_COLOR,May,2021
biglpants001-XXL,2,AMZ-PG-APP-TOO-LARGE,May,2021
A9249-MarvelDress-L,1,AMZ-PG-APP-TOO-SMALL,May,2021
M&M-Green-JUNIORS-Shirt-XL,1,AMZ-PG-APP-TOO-SMALL,May,2021
adventure001-S,1,CR-SWITCHEROO,May,2021
DELUXE-ADULT-flamingo_flowers,1,CR-UNWANTED_ITEM,May,2021
SerpentNecklace,1,CR-SWITCHEROO,May,2021
customshirtCream-L,1,CR-QUALITY_UNACCEPTABLE,May,2021
leagueoftheirowncostume-XXLdeluxe,1,AMZ-PG-APP-TOO-SMALL,May,2021
runningshorts001GOLD-L-XL,1,AMZ-PG-APP-TOO-SMALL,May,2021
juno004-L,1,AMZ-PG-APP-TOO-LARGE,May,2021
dresshat001HAT3-Purple,1,AMZ-PG-APP-TOO-SMALL,May,2021
superherocape002ADULTred-red,1,AMZ-PG-APP-TOO-SMALL,May,2021
CustomFaceMask,4,CR-DEFECTIVE,May,2021
sharkcostume-XXL,1,CR-UNWANTED_ITEM,May,2021
leagueoftheirownGIRLS-5/6,1,AMZ-PG-APP-TOO-LARGE,May,2021
ChunkBoyWig,1,CR-SWITCHEROO,May,2021
customshirtWhite-M,1,AMZ-PG-APP-TOO-LARGE,May,2021
customshirtWhite-L,1,AMZ-PG-APP-TOO-LARGE,May,2021
apollorobe,1,CR-DEFECTIVE,May,2021
sein023-M,1,AMZ-PG-APP-TOO-SMALL,May,2021
17121EVE01-HarelyHairSpray-PinkBlue,1,CR-UNWANTED_ITEM,May,2021
