SKU,Quantity,Reason,Month
100576BLACK-S,1,AMZ-PG-APP-TOO-SMALL,October
QueenDragonWig-1220,1,DID_NOT_LIKE_COLOR,October
100950-CowboyChaps,1,AMZ-PG-APP-STYLE,October
XO011MBSTV-TopGunPajamaSuit-XS,1,CR-UNWANTED_ITEM,October
220078-SharkChubSuitYellow-Adult,1,CR-UNWANTED_ITEM,October
XO011MBSTV-TopGunPajamaSuit-M,1,CR-UNWANTED_ITEM,October
XO011MBSTV-TopGunPajamaSuit-XL,1,CR-UNWANTED_ITEM,October
220929-LucyDressAdult-M,1,CR-MISSED_ESTIMATED_DELIVERY,October
RO-ARWZ-IIN8,1,CR-UNWANTED_ITEM,October
insideoutjoywig,1,CR-UNWANTED_ITEM,October
220899-MarvCostume-XL,1,CR-UNWANTED_ITEM,October
DodgeballCobrasCostumeSet-XL,1,CR-DEFECTIVE,October
dodgeball003-XL,1,CR-DEFECTIVE,October
100576BROWN-S,1,CR-UNWANTED_ITEM,October
CCXX21-DietCokeTankDress-XL,1,AMZ-PG-APP-TOO-SMALL,October
incredhulk013-XXL,1,AMZ-PG-APP-TOO-LARGE,October
legendstemplered-L,1,AMZ-PG-APP-TOO-SMALL,October
superherocape002ADULTblk-blk,1,AMZ-PG-APP-TOO-SMALL,October
woodycostumeshirt-3XL,1,AMZ-PG-APP-TOO-LARGE,October
CowgirlShirt-204051-L,1,CR-DEFECTIVE,October
220808-SkeletonPajamaHood-L,1,AMZ-PG-BAD-DESC,October
JediBoots-100582-M,1,CR-UNWANTED_ITEM,October
ChesterCheetosSuit-M,1,DID_NOT_LIKE_COLOR,October
mm001Ngrn-S,1,AMZ-PG-APP-TOO-SMALL,October
wonderbreadhat001,1,CR-UNWANTED_ITEM,October
RO-ARWZ-IIN8,1,CR-DEFECTIVE,October
gameofthrones008,1,AMZ-PG-APP-TOO-LARGE,October
pedro001-M,1,CR-MISSED_ESTIMATED_DELIVERY,October
dodgeball003N-M,1,CR-UNWANTED_ITEM,October
wrestlingboots-LY,1,AMZ-PG-APP-TOO-SMALL,October
dodgeball003N-XL,1,CR-UNWANTED_ITEM,October
220908-DrEvilSuit-M,1,CR-UNWANTED_ITEM,October
220850-ChuckieCostume-2T,1,CR-FOUND_BETTER_PRICE,October
100950-CowboyChaps,1,CR-FOUND_BETTER_PRICE,October
RacineBellsCostumeDressWomens-XXL,1,CR-DEFECTIVE,October
220850-ChuckieCostume-3-4T,1,CR-FOUND_BETTER_PRICE,October
alanbabycarriercostumeDELUXE-XL,1,CR-DEFECTIVE,October
100576BROWN-M,1,CR-DAMAGED_BY_CARRIER,October
machomanbandana-Pink,2,DID_NOT_LIKE_COLOR,October
rockyshorts-S,1,CR-UNWANTED_ITEM,October
SquidGameSuit-GREEN-067-S,1,CR-DAMAGED_BY_FC,October
CowgirlShirt-204051-XXL,1,CR-UNWANTED_ITEM,October
DSTS26LGS-BuzzLightyearJuniotsTshirt-M,1,AMZ-PG-APP-TOO-SMALL,October
220839-SashFlag,1,CR-DAMAGED_BY_FC,October
junk187-S,1,CR-MISSED_ESTIMATED_DELIVERY,October
SuperBadCostume-XL,1,AMZ-PG-BAD-DESC,October
junk187-S,1,CR-MISSED_ESTIMATED_DELIVERY,October
DSTS26LGS-BuzzLightyearJuniotsTshirt-XXL,1,AMZ-PG-APP-TOO-LARGE,October
dodgeball003-XXL,1,CR-UNWANTED_ITEM,October
UP-SashPinsFlag-Hat-KIDS,1,CR-UNWANTED_ITEM,October
hulkb1gold,1,CR-MISSED_ESTIMATED_DELIVERY,October
superherocape002CHILDred-red,1,CR-MISSED_ESTIMATED_DELIVERY,October
