SKU,Quantity,Reason,Month
1161-DeluxeVikingWigBeardSetBlonde,1,DID_NOT_LIKE_FABRIC,January
hulkhogancostumesetYELsunYELban-XL,1,AMZ-PG-APP-TOO-LARGE,January
BretHitmanSunglasses,1,AMZ-PG-APP-TOO-LARGE,January
wrestlingboots-LY,1,AMZ-PG-APP-TOO-LARGE,January
SquidGameSuit-RED-Square-M,1,CR-MISSING_PARTS,January
tootsierolltankdress-S,1,AMZ-PG-APP-TOO-SMALL,January
suicidesquad004-2X,1,AMZ-PG-APP-TOO-SMALL,January
CowgirlShirt-204051-L,1,CR-MISSED_ESTIMATED_DELIVERY,January
BuzzLightYearLongSleeveAdultShirt-M,1,CR-QUALITY_UNACCEPTABLE,January
suitpajamas001black-XL,1,AMZ-PG-APP-TOO-SMALL,January
suitpajamas001black-L,1,AMZ-PG-APP-TOO-SMALL,January
DSSCCXYBNP-HoHoHoPants-S,1,AMZ-PG-APP-TOO-SMALL,January
BEA027-BeatlesChristmasSweater-XL,1,AMZ-PG-BAD-DESC,January
ILoveXmasUCS-XS,1,AMZ-PG-APP-TOO-LARGE,January
rockyrobesetDRAGO,1,CR-UNWANTED_ITEM,January
220843-ConeHead-Adult1,2,CR-MISSED_ESTIMATED_DELIVERY,January
CY034-ChristmasStoryUnionSuit-M,1,CR-MISSED_ESTIMATED_DELIVERY,January
hulkamaniawrestlingbelt-yellow,1,CR-MISSED_ESTIMATED_DELIVERY,January
204071-UncleRicoShirt-S,1,AMZ-PG-APP-TOO-SMALL,January
204071-UncleRicoShirt-M,1,AMZ-PG-APP-TOO-SMALL,January
ILoveXmasUCS-L,1,CR-DEFECTIVE,January
SquidGameSuit-GREEN-218-M,1,CR-DAMAGED_BY_FC,January
hulkhogancostumesetYELsunYELban-M,1,AMZ-PG-APP-STYLE,January
GBStantzLSTee-XL,1,AMZ-PG-APP-TOO-SMALL,January
GBVenkmansLSTee-XL,1,AMZ-PG-APP-TOO-SMALL,January
bigl032-L,1,AMZ-PG-BAD-DESC,January
tootsietankdressORANGE-S,1,CR-QUALITY_UNACCEPTABLE,January
ramonaflowerswig-Purple,1,AMZ-PG-APP-STYLE,January
GryffindorRobe-HP0283-XS,1,AMZ-PG-APP-TOO-LARGE,January
tootsietankdressORANGE-S,1,CR-QUALITY_UNACCEPTABLE,January
tootsietankdressORANGE-M,1,CR-QUALITY_UNACCEPTABLE,January
220786-LT-DumbDumber-BLUE-2XL,1,CR-UNWANTED_ITEM,January
220631-youth,1,AMZ-PG-APP-TOO-SMALL,January
220621-youth,1,AMZ-PG-APP-TOO-SMALL,January
220714-TrainEngineerChildCostume-4/5,1,CR-UNWANTED_ITEM,January
BrownDreadlocks-1230,1,CR-ORDERED_WRONG_ITEM,January
220631-youth,1,AMZ-PG-APP-TOO-SMALL,January
220621-youth,1,AMZ-PG-APP-TOO-SMALL,January
OESM2439TV-DunderMifflinSweater-L,1,AMZ-PG-APP-TOO-SMALL,January
tmnt056Mike-XXL,1,CR-SWITCHEROO,January
LolaSleepSet-WB1787-69-S,1,CR-UNWANTED_ITEM,January
tmnt056Leo-L,1,CR-SWITCHEROO,January
PolkHighJersey-2X,1,AMZ-PG-BAD-DESC,January
CY034-ChristmasStoryUnionSuit-XL,1,CR-UNWANTED_ITEM,January
ElfLoungePants-WR0322-52-XL,1,AMZ-PG-APP-TOO-SMALL,January
DiscoShirt-204055-L/XL,1,CR-UNWANTED_ITEM,January
rockyshorts-M,1,CR-UNWANTED_ITEM,January
rockyrobe1,1,CR-UNWANTED_ITEM,January
rockyrobesetDRAGO,1,CR-UNWANTED_ITEM,January
wwe055-M,1,AMZ-PG-APP-TOO-SMALL,January
forestgumphat1,1,CR-UNWANTED_ITEM,January
NSPH3266-NarutoPajamas,1,CR-UNWANTED_ITEM,January
GryffindorRobe-HP0283-XS,1,DID_NOT_LIKE_FABRIC,January
WB1658-WB1659-WonderWomanCostumeSet-XXL,1,CR-UNWANTED_ITEM,January
rickmortyONESIE001-S,1,AMZ-PG-APP-TOO-LARGE,January
powerrangers018pink-0/6,1,CR-QUALITY_UNACCEPTABLE,January
tmntonesieBLUE-24M,1,CR-ORDERED_WRONG_ITEM,January
bobsburgersbeanie001,1,CR-MISSED_ESTIMATED_DELIVERY,January
uglysweater55-S,1,AMZ-PG-APP-TOO-LARGE,January
acwig,1,CR-QUALITY_UNACCEPTABLE,January
3DTRexUCS-XL,1,AMZ-PG-APP-STYLE,January
TheSandlotUCS-Red-3XL,1,AMZ-PG-APP-TOO-SMALL,January
drwho045-XL,1,AMZ-PG-APP-TOO-SMALL,January
uglysweater44-XL,1,AMZ-PG-APP-TOO-LARGE,January
1189-PrincessTrollWig,1,CR-MISSED_ESTIMATED_DELIVERY,January
leagueoftheirownMENS-S/M,1,CR-UNWANTED_ITEM,January
sbtbslaterjersey-XL,1,CR-SWITCHEROO,January
102025-InfOrnament-18-Red,1,CR-UNWANTED_ITEM,January
sbb015-XL,1,CR-UNWANTED_ITEM,January
102025-InfOrnament-18-White,1,CR-DEFECTIVE,January
SheriffWoodyBadge,1,CR-UNWANTED_ITEM,January
220747-IndianaJonesShirt-L,1,AMZ-PG-APP-TOO-LARGE,January
BoxingRobe-Black,1,CR-MISSED_ESTIMATED_DELIVERY,January
incredibles004-3XL,1,AMZ-PG-APP-TOO-LARGE,January
RetroWigHeadband-1191,1,CR-MISSED_ESTIMATED_DELIVERY,January
dodgeball003N-M,1,CR-DEFECTIVE,January
NL029-ChristmasVacationPajamaSet-XL,1,CR-UNWANTED_ITEM,January
220777-BigBoyOverall-ORANGE-S/M,1,AMZ-PG-APP-TOO-SMALL,January
hulk001-M,1,AMZ-PG-APP-TOO-LARGE,January
biglpants001-M,1,AMZ-PG-APP-STYLE,January
InflatableGiraffe-Adult,1,AMZ-PG-APP-TOO-SMALL,January
hangoverglasses,1,CR-QUALITY_UNACCEPTABLE,January
junkfood187-S,1,AMZ-PG-APP-TOO-LARGE,January
A9249-MarvelDress-XXL,1,CR-DEFECTIVE,January
DedSecHat001-Navy,1,CR-UNWANTED_ITEM,January
leagueoftheirowncostume-XXLdeluxe,1,AMZ-PG-APP-TOO-SMALL,January
leagueoftheirowncostume-XXLdeluxe,1,AMZ-PG-APP-TOO-SMALL,January
wrestlingboots-LY,1,AMZ-PG-APP-TOO-LARGE,January
EMVC1019TV-CousinEddieHat,1,CR-ORDERED_WRONG_ITEM,January
CousinEddieWhiteRobe-220703,1,AMZ-PG-APP-TOO-LARGE,January
ChristmasStoryBeanie-EMXM1047TV,1,AMZ-PG-APP-TOO-SMALL,January
wrestlingboots-Mred,1,CR-DEFECTIVE,January
superheroglovesLONG-Blue,1,AMZ-PG-APP-TOO-LARGE,January
DS197-UglySweater-M,1,CR-QUALITY_UNACCEPTABLE,January
bobsburgersbeanie001,1,CR-QUALITY_UNACCEPTABLE,January
Dodgeball003-M,1,CR-UNWANTED_ITEM,January
EMXM1025-FragileLampBeanie,1,AMZ-PG-APP-TOO-SMALL,January
ApolloShorts-L,1,CR-UNWANTED_ITEM,January
JackintheBox-Santa,1,CR-DEFECTIVE,January
CY034-ChristmasStoryUnionSuit-XXL,1,AMZ-PG-APP-TOO-SMALL,January
CY034-ChristmasStoryUnionSuit-3XL,1,AMZ-PG-APP-TOO-LARGE,January
CelticRing-6.5,1,AMZ-PG-APP-TOO-SMALL,January
SWSRHCF-TatooineSweater-4XL,1,AMZ-PG-APP-TOO-SMALL,January
DontKnowMargoUCS-GreenRed-M,1,AMZ-PG-BAD-DESC,January
CarpetWetTodd-RedBlack-M,1,AMZ-PG-BAD-DESC,January
CousinEddieSweater-L,1,AMZ-PG-BAD-DESC,January
runningshorts001RED-L-XL,1,CR-MISSED_ESTIMATED_DELIVERY,January
ETBO6011-COLouiseHat,1,AMZ-PG-APP-TOO-LARGE,January
SlytherinRobe-HP0284-L/XL,1,AMZ-PG-APP-TOO-SMALL,January
ETBO6011-COLouiseHat,1,AMZ-PG-APP-STYLE,January
leagueoftheirowncostume-L/XL,1,CR-UNWANTED_ITEM,January
220744-AhoySailorCostume-MENS-XS,1,CR-QUALITY_UNACCEPTABLE,January
220744-AhoySailorCostume-MENS-STD,1,AMZ-PG-APP-TOO-LARGE,January
SlytherinRobe-HP0284-L/XL,1,CR-MISSED_ESTIMATED_DELIVERY,January
beautybeast001-S-M,1,CR-UNWANTED_ITEM,January
karatekidcobrakaidlxcostumetXL-Deluxe-XL,1,CR-UNWANTED_ITEM,January
bigl020-XL,1,AMZ-PG-APP-TOO-LARGE,January
starwars164-XXL,1,AMZ-PG-APP-TOO-SMALL,January
MGB068MARA-GhostbusterCardigan-L,1,AMZ-PG-APP-STYLE,January
dodgeball003-S,1,CR-ORDERED_WRONG_ITEM,January
dresshat001HAT1-Green,1,CR-UNWANTED_ITEM,January
GrinchUnionSuit-Adult-XL,1,AMZ-PG-APP-TOO-LARGE,January
K4SM2101TV-COBRAKAI-L,1,CR-UNWANTED_ITEM,January
220846-BoxingRobeKids-Flag,1,CR-DEFECTIVE,January
bigl032-XXL,1,AMZ-PG-APP-TOO-LARGE,January
220757-AverageJoesWomensSet-L,1,CR-DEFECTIVE,January
mash003-XL,1,AMZ-PG-APP-TOO-LARGE,January
220785-DumbDumber-ORNG-2XL,1,CR-UNWANTED_ITEM,January
SpaceJamHeadWristBand-ECLT7021TV,1,CR-MISSED_ESTIMATED_DELIVERY,January
uglysweater8-3XL,1,AMZ-PG-APP-TOO-LARGE,January
RiverdaleHat001,1,AMZ-PG-APP-TOO-SMALL,January
HJCO2021-HootersCostumeSet-L,1,AMZ-PG-APP-TOO-SMALL,January
