SKU,Quantity,Reason,Month,Year
ricflare001-yellow,1,AMZ-PG-APP-TOO-SMALL,March,2023
mm001Nblu-L,1,CR-ORDERED_WRONG_ITEM,March,2023
WuTangLoungePants-LN0010-52-M,1,AMZ-PG-APP-TOO-SMALL,March,2023
dodgeball003-L,1,AMZ-PG-APP-TOO-SMALL,March,2023
220660bklxl,1,AMZ-PG-APP-TOO-SMALL,March,2023
wildthingscostume001-XS,1,AMZ-PG-APP-TOO-SMALL,March,2023
204092-RainbowCardigan-L,1,CR-UNWANTED_ITEM,March,2023
scottpilgrim004-L,1,CR-UNWANTED_ITEM,March,2023
plumtree001-XL,1,AMZ-PG-APP-TOO-SMALL,March,2023
TMNTShirt-Youth-Donatello-XS,1,AMZ-PG-APP-TOO-SMALL,March,2023
mash003-XL,1,CR-DEFECTIVE,March,2023
mm003JRSgreen-XXL,1,DID_NOT_LIKE_COLOR,March,2023
100950-CowboyChaps1,1,CR-ORDERED_WRONG_ITEM,March,2023
beaviscostume-XL,1,CR-UNWANTED_ITEM,March,2023
220885-KennyCostume-M,1,CR-UNAUTHORIZED_PURCHASE,March,2023
204092-RainbowCardigan-L,1,CR-FOUND_BETTER_PRICE,March,2023
stepbros010-S,1,CR-UNWANTED_ITEM,March,2023
bigbang042lightblue-L,1,AMZ-PG-APP-TOO-LARGE,March,2023
sbb015n-XXL,1,AMZ-PG-APP-TOO-LARGE,March,2023
PowerRangers-Pink-SLShirt-L,1,AMZ-PG-APP-TOO-LARGE,March,2023
1159-DeluxeVikingWigBeardSetBrown,1,AMZ-PG-APP-TOO-LARGE,March,2023
nwo001-XXL,1,AMZ-PG-APP-TOO-LARGE,March,2023
suicidesquad004-M,1,AMZ-PG-APP-TOO-LARGE,March,2023
mash003-XL,1,AMZ-PG-APP-TOO-LARGE,March,2023
powerrangers015blue-M,1,AMZ-PG-APP-TOO-SMALL,March,2023
rockyshorts-M,1,AMZ-PG-APP-TOO-LARGE,March,2023
M&M-Green-ADULT-Shirt-M,1,AMZ-PG-APP-TOO-LARGE,March,2023
6695057-yellowstoneBeltBuckle,1,CR-UNWANTED_ITEM,March,2023
bigl032-M,1,AMZ-PG-APP-TOO-SMALL,March,2023
sbb015-L,1,AMZ-PG-APP-TOO-SMALL,March,2023
mm003JRSgreen-L,1,AMZ-PG-BAD-DESC,March,2023
mm003JRSgreen-L,1,AMZ-PG-BAD-DESC,March,2023
M&M-Orange-ADULT-Shirt-2XL,1,AMZ-PG-APP-TOO-LARGE,March,2023
hulk003-M,1,CR-DEFECTIVE,March,2023
sein034-M,1,AMZ-PG-APP-TOO-SMALL,March,2023
SecretStuffWaterBottle,1,DID_NOT_LIKE_FABRIC,March,2023
100581-CousinEddieShoe-10,1,CR-DEFECTIVE,March,2023
scarfaceglasses001,1,AMZ-PG-BAD-DESC,March,2023
powerrangers017black-XS,1,AMZ-PG-APP-TOO-SMALL,March,2023
204089-ModernLife-3XL,1,AMZ-PG-APP-TOO-LARGE,March,2023
Custom-Lucky-Sweatshirt-2XL,1,CR-UNWANTED_ITEM,March,2023
IndianaJHolyGrailCup,1,CR-UNWANTED_ITEM,March,2023
BretHitmanSunglasses,2,CR-DEFECTIVE,March,2023
tmnt016-Mike-Mens-XS,1,AMZ-PG-APP-TOO-LARGE,March,2023
caddy010-S,1,AMZ-PG-BAD-DESC,March,2023
SquidGameSuit-GREEN-001-L,1,CR-UNWANTED_ITEM,March,2023
SquidGameSuit-GREEN-218-L,1,CR-MISSED_ESTIMATED_DELIVERY,March,2023
SquidGameSuit-GREEN-240-M,1,CR-UNWANTED_ITEM,March,2023
220780-TigerKingJacket-L,1,CR-UNWANTED_ITEM,March,2023
heavyweights001TANK-M,1,AMZ-PG-APP-TOO-SMALL,March,2023
