SKU,Quantity,Reason,Month,Year
sharkcostume-XXL,1,CR-UNWANTED_ITEM,January,2023
3DTRexUCS-L,1,CR-DEFECTIVE,January,2023
RetroWigHeadband-1191,1,CR-FOUND_BETTER_PRICE,January,2023
UP-SashPinsFlag-Hat-KIDS,1,CR-UNWANTED_ITEM,January,2023
RMSM3878-RickMortyHoliday-XL,1,CR-DAMAGED_BY_CARRIER,January,2023
RMSM3878-RickMortyHoliday-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
1253-CobraKaiHawk-Red,1,CR-UNWANTED_ITEM,January,2023
SantaBoots-100580-M,1,CR-FOUND_BETTER_PRICE,January,2023
ILoveXmasUCS-XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
DSSCDRA-MickeyHeadsHoliday-2XL,1,AMZ-PG-APP-STYLE,January,2023
6695057-yellowstoneBeltBuckle,1,CR-UNWANTED_ITEM,January,2023
CheeseburgerBackPack,1,AMZ-PG-APP-STYLE,January,2023
100576BLACK-S,1,AMZ-PG-APP-TOO-SMALL,January,2023
100576BLACK-S,1,AMZ-PG-APP-TOO-SMALL,January,2023
1182-GOTBrownWig,1,CR-UNWANTED_ITEM,January,2023
NASA0TZMN-AstrodudeUnionSuit-2XL,1,CR-SWITCHEROO,January,2023
RWTM0YAMNP-SWChildArgyle-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
powerrangerssweatshirtYellow-S,1,CR-UNWANTED_ITEM,January,2023
powerrangerssweatshirtBlack-S,1,CR-UNWANTED_ITEM,January,2023
powerrangerssweatshirtRed-L,1,CR-UNWANTED_ITEM,January,2023
powerrangerssweatshirtBlue-L,1,CR-UNWANTED_ITEM,January,2023
powerrangerssweatshirtPink-M,1,CR-UNWANTED_ITEM,January,2023
BQSM3409TV-BobsBurgersTina-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
100578BLACK-XL,1,AMZ-PG-APP-STYLE,January,2023
NDLA0FGMBJ-AvatarPanelPants-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
3DTRexUCS-S,1,AMZ-PG-APP-TOO-LARGE,January,2023
bigbang017JrsBLACK-M,1,AMZ-PG-APP-TOO-SMALL,January,2023
S8SM2074TV-ScarfaceSweater-2XL,1,AMZ-PG-APP-TOO-LARGE,January,2023
220803-TinaCostume-XS,1,CR-UNWANTED_ITEM,January,2023
220803-TinaCostume-XS,1,CR-UNWANTED_ITEM,January,2023
Thing1-6-UnionSuit-ADULT-XXL,1,CR-UNWANTED_ITEM,January,2023
220920-BigNateShirt-7/8,1,CR-UNWANTED_ITEM,January,2023
100576BLACK-S,1,AMZ-PG-APP-TOO-SMALL,January,2023
StickyBanditsSweater-M,1,AMZ-PG-APP-TOO-SMALL,January,2023
CY034-ChristmasStoryUnionSuit-L,1,CR-UNWANTED_ITEM,January,2023
CY034-ChristmasStoryUnionSuit-M,1,CR-UNWANTED_ITEM,January,2023
GhostbustersDress-25KHA-S,1,CR-ORDERED_WRONG_ITEM,January,2023
CY034-ChristmasStoryUnionSuit-XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
CY034-ChristmasStoryUnionSuit-S,1,AMZ-PG-BAD-DESC,January,2023
wonderbreadhat001,1,CR-UNWANTED_ITEM,January,2023
metallica003-3XL,1,CR-UNWANTED_ITEM,January,2023
WB1658-WB1659-WonderWomanCostumeSet1-S,1,CR-ORDERED_WRONG_ITEM,January,2023
he020-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
220914-CatalinaSweater-S,1,CR-UNWANTED_ITEM,January,2023
usasocks001,1,CR-UNWANTED_ITEM,January,2023
GBXX22KBNP-Ghostbusters-M,1,CR-QUALITY_UNACCEPTABLE,January,2023
GBXX22KBNP-Ghostbusters-M,1,AMZ-PG-APP-TOO-SMALL,January,2023
waynesworldcostumeset,1,CR-UNWANTED_ITEM,January,2023
204070-DetectiveGREENShirt-L,1,CR-UNWANTED_ITEM,January,2023
3DTRexUCS-XL,1,CR-UNWANTED_ITEM,January,2023
arrestedbobblehead001,1,CR-DAMAGED_BY_FC,January,2023
B3SA2051TV-BobRossPants-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
CY034-ChristmasStoryUnionSuit-XL,1,CR-DEFECTIVE,January,2023
boratthong,1,CR-UNWANTED_ITEM,January,2023
100704-GriswoldInflatableCar,1,AMZ-PG-BAD-DESC,January,2023
220893-TedLassoSweater-L,1,CR-MISSED_ESTIMATED_DELIVERY,January,2023
UP-SashPinsFlag-Hat-KIDS,1,CR-UNWANTED_ITEM,January,2023
PABR029-PabstSweater-M,1,AMZ-PG-APP-TOO-SMALL,January,2023
220762-RoddyPiperKiltBelt-L/XL,1,CR-ORDERED_WRONG_ITEM,January,2023
btlc004-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
OESM2439TV-DunderMifflinSweater-M,1,CR-UNWANTED_ITEM,January,2023
boratthong,2,CR-UNWANTED_ITEM,January,2023
SNL007tan-XL,1,CR-MISSED_ESTIMATED_DELIVERY,January,2023
WuTangKillerBeesUCS-XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
roddypiper001-M,1,CR-UNWANTED_ITEM,January,2023
101000-RedRenaissanceSash,1,CR-MISSED_ESTIMATED_DELIVERY,January,2023
SWSRHARMLC-MerryVader-L,1,AMZ-PG-APP-TOO-LARGE,January,2023
BoxingRobe-Black,1,CR-QUALITY_UNACCEPTABLE,January,2023
220844-BoxingRobeKids-Blk,1,CR-UNWANTED_ITEM,January,2023
NSSA3485TV-NarutoPants-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
ILoveXmasUCS-S,1,CR-UNWANTED_ITEM,January,2023
220850-ChuckieCostume-2T,1,AMZ-PG-BAD-DESC,January,2023
sharkcostume-M-L,1,CR-UNWANTED_ITEM,January,2023
DSSCCXYBNP-HoHoHoPants-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
RWTM23NMN2-XmasYodaPJSet-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
ramonaflowerswig-Blue,1,CR-QUALITY_UNACCEPTABLE,January,2023
tmnt047tankdressLeo-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
tmnt056Don-M,1,AMZ-PG-APP-TOO-SMALL,January,2023
ILoveXmasUCS-XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
CY034-ChristmasStoryUnionSuit-M,1,CR-UNWANTED_ITEM,January,2023
220850-ChuckieCostume-2T,1,CR-UNWANTED_ITEM,January,2023
EMXM1025-FragileLampBeanie,1,AMZ-PG-APP-STYLE,January,2023
CUSTOMcapeADULTblu-blu,1,CR-DEFECTIVE,January,2023
rockyshorts-L,1,AMZ-PG-APP-TOO-LARGE,January,2023
stepbros010-XL,1,AMZ-PG-APP-STYLE,January,2023
mm003JRSgreen-XXL,1,CR-UNWANTED_ITEM,January,2023
sanford034-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
220924-JackieMoonSet-XXL,1,CR-UNWANTED_ITEM,January,2023
starwars017-L,1,AMZ-PG-APP-TOO-LARGE,January,2023
RWTM09-BabyYodaUCS-3XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
ninjanogginmask-darkgreen,1,DID_NOT_LIKE_COLOR,January,2023
BretHitmanSunglasses,1,AMZ-PG-APP-STYLE,January,2023
GuyFieryCompleteSet-S,1,CR-UNWANTED_ITEM,January,2023
220893-TedLassoSweater-XXL,1,AMZ-PG-BAD-DESC,January,2023
KRSM2011-KrampusSweater-M,1,CR-MISSED_ESTIMATED_DELIVERY,January,2023
karatekiddanielcostumetdlxXL-Deluxe-XL,1,AMZ-PG-APP-TOO-LARGE,January,2023
RetroWigHeadband-1191,1,CR-UNWANTED_ITEM,January,2023
100950-CowboyChaps,1,AMZ-PG-APP-TOO-SMALL,January,2023
starwars017-M,1,CR-SWITCHEROO,January,2023
uglysweater61-S,1,AMZ-PG-APP-TOO-SMALL,January,2023
SecretStuffWaterBottle,1,CR-DEFECTIVE,January,2023
TSM20002TV-WoodyBelt-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
TSM20002TV-WoodyBelt-L,1,AMZ-PG-APP-STYLE,January,2023
hotrodcostumeset-2X,1,AMZ-PG-BAD-DESC,January,2023
QF009BBSTV-BlueyPajamas-3T,1,AMZ-PG-BAD-DESC,January,2023
frankie002-XL,1,CR-UNWANTED_ITEM,January,2023
WuTangLoungePants-LN0010-52-XL,1,AMZ-PG-APP-TOO-SMALL,January,2023
revengenerds005-L,1,AMZ-PG-APP-TOO-SMALL,January,2023
RMSM3847-RickMortyHolidayPartyUCS-L,1,CR-FOUND_BETTER_PRICE,January,2023
ChesterCheetosSuit-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
220929-LucyDressKids-2-3,1,AMZ-PG-BAD-DESC,January,2023
220917-OldSpiceJumpsuit-XL,1,CR-UNWANTED_ITEM,January,2023
waldocostumeDELUXE-BOYS-M,1,CR-UNWANTED_ITEM,January,2023
220680-LadyBatCostume-XXL,1,AMZ-PG-APP-TOO-LARGE,January,2023
CY034-ChristmasStoryUnionSuit-M,1,AMZ-PG-APP-TOO-LARGE,January,2023
CY034-ChristmasStoryUnionSuit-S,1,AMZ-PG-APP-TOO-SMALL,January,2023
acwig,1,AMZ-PG-APP-STYLE,January,2023
