SKU,Quantity,Reason,Month,Year
TMNTShirt-Youth-Mike-XS,1,AMZ-PG-APP-TOO-SMALL,September,2023
3001-White-ChampionShirt-M,1,AMZ-PG-APP-TOO-SMALL,September,2023
RacineBellsCostumeDressWomens-L/XL,1,CR-DEFECTIVE,September,2023
leagueoftheirowncostume-Small/Medium,1,AMZ-PG-APP-TOO-SMALL,September,2023
captamerica038-L,1,AMZ-PG-APP-TOO-SMALL,September,2023
103011-ChuckyKidsShoes-9-10,1,CR-ORDERED_WRONG_ITEM,September,2023
ghost023-XL,1,CR-DEFECTIVE,September,2023
tmnt016-Leo-Mens-XS,1,CR-UNWANTED_ITEM,September,2023
M&M-Yellow-JUNIORS-Shirt-L,1,AMZ-PG-APP-TOO-SMALL,September,2023
wrestlingboots-SY,1,CR-DEFECTIVE,September,2023
starwars164-M,1,AMZ-PG-APP-TOO-SMALL,September,2023
QF009BBSTV-BlueyPajamas-6,1,AMZ-PG-APP-TOO-SMALL,September,2023
GhostbustersDress-25KHA-M,1,CR-SWITCHEROO,September,2023
TMNTShirt-Youth-Leonardo-S,1,AMZ-PG-APP-TOO-LARGE,September,2023
tmnt056Mike-XL,1,CR-UNWANTED_ITEM,September,2023
minniemouseaccessory-pink,1,CR-UNWANTED_ITEM,September,2023
suicidesquad003-M,1,CR-UNWANTED_ITEM,September,2023
powerrangerssweatshirtGreen-L,1,AMZ-PG-APP-TOO-LARGE,September,2023
TMNTShirt-Youth-Donatello-L,1,CR-SWITCHEROO,September,2023
tmntapriloneilcostume-S/M,1,AMZ-PG-APP-TOO-LARGE,September,2023
YellowHulkGlasses,1,CR-UNWANTED_ITEM,September,2023
redboa001N,1,AMZ-PG-APP-STYLE,September,2023
tmntapriloneilcostume-S/M,1,AMZ-PG-APP-TOO-SMALL,September,2023
tmnt047tankdressMike-S,1,AMZ-PG-APP-TOO-SMALL,September,2023
leagueoftheirowncostume-Small/Medium,1,AMZ-PG-APP-TOO-SMALL,September,2023
LolaSleepSet-WB1787-69-S,1,AMZ-PG-APP-STYLE,September,2023
leagueoftheirowncostume-Small/Medium,1,AMZ-PG-APP-TOO-SMALL,September,2023
220082-VioletChubSuit-ADULT,1,CR-UNWANTED_ITEM,September,2023
WoodyLongSleeveAdultShirt-XXL,1,AMZ-PG-APP-TOO-SMALL,September,2023
machomanbandana-Red,1,CR-FOUND_BETTER_PRICE,September,2023
nap027-M,1,CR-FOUND_BETTER_PRICE,September,2023
tmntapriloneilcostume-L/XL,1,AMZ-PG-APP-TOO-SMALL,September,2023
100578BLACK-M,1,AMZ-PG-APP-TOO-SMALL,September,2023
tmnt016-Mike-Mens-XS,1,AMZ-PG-APP-TOO-LARGE,September,2023
sbb015-L,1,AMZ-PG-APP-STYLE,September,2023
220929-LucyDressAdult-3XL,1,CR-DEFECTIVE,September,2023
tmntmasks-Red,1,CR-UNWANTED_ITEM,September,2023
tmntmasks-Orange,1,CR-UNWANTED_ITEM,September,2023
tmntapriloneilcostume-L/XL,1,AMZ-PG-APP-TOO-SMALL,September,2023
GreenMonsterSuit-Mask1-L-XL,1,CR-ORDERED_WRONG_ITEM,September,2023
tmnt045Don-XS,1,AMZ-PG-APP-TOO-LARGE,September,2023
mm001Norg-XXL,1,CR-UNWANTED_ITEM,September,2023
TMNTShirt-Youth-Leonardo-L,1,AMZ-PG-APP-TOO-LARGE,September,2023
tmntmasks-Red,1,CR-MISSED_ESTIMATED_DELIVERY,September,2023
220793-MartyShirt-L,1,DID_NOT_LIKE_COLOR,September,2023
rickmortyONESIE001-M,1,AMZ-PG-APP-TOO-SMALL,September,2023
oktoberfestlederhosenSHORTS-40,1,CR-UNWANTED_ITEM,September,2023
tmntmasks-Purple,1,AMZ-PG-APP-TOO-SMALL,September,2023
tmntmasks-Blue,1,AMZ-PG-APP-TOO-SMALL,September,2023
tmnt056Mike-L,1,AMZ-PG-APP-TOO-LARGE,September,2023
HiddenTempleShirtCOIN-ORANG-M,1,CR-DEFECTIVE,September,2023
Peanuts001-L,1,AMZ-PG-APP-TOO-SMALL,September,2023
biglpants001-XXL,1,AMZ-PG-APP-TOO-LARGE,September,2023
leagueoftheirownGIRLS-10/12,1,CR-MISSED_ESTIMATED_DELIVERY,September,2023
220884-GoodBurgerCostume-3XL,1,CR-SWITCHEROO,September,2023
sharkcostume-teen,1,AMZ-PG-APP-TOO-SMALL,September,2023
btlc004-M,1,DID_NOT_LIKE_FABRIC,September,2023
redboa001N,1,CR-UNWANTED_ITEM,September,2023
wrestlingboots-LY,1,CR-UNWANTED_ITEM,September,2023
wmw001,1,CR-MISSED_ESTIMATED_DELIVERY,September,2023
leagueoftheirowncostume-Small/Medium,1,AMZ-PG-APP-TOO-SMALL,September,2023
100576BLACK-S,1,AMZ-PG-APP-STYLE,September,2023
albundy001-XXL,1,AMZ-PG-APP-STYLE,September,2023
